"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1113","8.6221899389004331E-1","-6.1589472580081878E-28","-9.0996038678959414E-14","1.1168790093094281E-13","8.8612113504271353E-2","-4.3863065793662631E-1","2.9961759398376699E+0","4.0188102048786885E+0","1.7813994363766689E+1","2.6373400039963502E+2","1.215058560962404E-2"
"1112","8.6226928291315630E-1","1.9018646480449701E-30","-9.7165527055766289E-14","1.1971688106442623E-13","8.9023980915270848E-2","-4.3956414849165992E-1","2.9953172240925099E+0","4.0278666165523660E+0","1.7854138301471185E+1","2.6181745868773601E+2","1.215058560962404E-2"
"1111","8.6236746386331531E-1","-8.6519663778053999E-28","-8.0934267992717341E-14","9.7948255521145237E-14","8.9836249482258518E-2","-4.4142296065155323E-1","2.9936014234649502E+0","4.0460237654863960E+0","1.7934622656860800E+1","2.5806720524098199E+2","1.215058560962404E-2"
"1110","8.6246250492179677E-1","8.5098352082780729E-28","-7.9963015484549759E-14","9.5969773552360333E-14","9.0632798466903142E-2","-4.4327138812917216E-1","2.9918876026340300E+0","4.0642373445927324E+0","1.8015357147668656E+1","2.5442545589254800E+2","1.215058560962404E-2"
"1109","8.6255447583642642E-1","-2.8810071934987359E-28","-8.3063771298770665E-14","1.0148037953709364E-13","9.1413113600683965E-2","-4.4511004154595490E-1","2.9901755218815702E+0","4.0825041157806830E+0","1.8096327420559707E+1","2.5088992496638201E+2","1.215058560962404E-2"
"1108","8.6264344885249877E-1","6.8899053254344105E-30","-7.9691965491433212E-14","9.8107088630204788E-14","9.2176684443088949E-2","-4.4693953305759404E-1","2.9884649349070900E+0","4.1008208018219818E+0","1.8177518948715594E+1","2.4745837004792401E+2","1.215058560962404E-2"
"1107","8.6272949859030523E-1","6.7702446076944855E-28","-1.2216272666187645E-13","1.4801132317328779E-13","9.2923004672756285E-2","-4.4876047557759985E-1","2.9867555892511102E+0","4.1191840852093069E+0","1.8258917026774853E+1","2.4412859241472000E+2","1.215058560962404E-2"
"1106","8.6281270193983872E-1","-1.6505079649057798E-28","-5.5830153622575960E-14","6.7188561426216791E-14","9.3651572296149010E-2","-4.5057348203187236E-1","2.9850472267174299E+0","4.1375906070136370E+0","1.8340506765767962E+1","2.4089843728084901E+2","1.215058560962404E-2"
"1105","8.6289313794839195E-1","-2.1040630449310071E-28","-3.8982849851105804E-14","4.6499625636362444E-14","9.4361889907166610E-2","-4.5237916459834104E-1","2.9833395837944701E+0","4.1560369657583625E+0","1.8422273088126666E+1","2.3776579390262501E+2","1.215058560962404E-2"
"1104","8.6297088770912578E-1","-2.8728883148598028E-28","-6.1738268595400133E-14","7.4245024658039140E-14","9.5053464953849975E-2","-4.5417813394698292E-1","2.9816323920762300E+0","4.1745197163289065E+0","1.8504200722850712E+1","2.3472859549244899E+2","1.215058560962404E-2"
"1103","8.6304603424985005E-1","-2.1081608588219161E-28","-2.6915349192857870E-13","3.2195321528335744E-13","9.5725810018295651E-2","-4.5597099847861078E-1","2.9799253786829900E+0","4.1930353689372728E+0","1.8586274200918048E+1","2.3178481901532700E+2","1.215058560962404E-2"
"1102","8.6311866242158053E-1","-3.6016918417778471E-28","-2.3506159173859757E-13","2.8503403918463203E-13","9.6378443111644771E-2","-4.5775836356190586E-1","2.9782182666822101E+0","4.2115803881616403E+0","1.8668477851027671E+1","2.2893248481761100E+2","1.215058560962404E-2"
"1101","8.6318885878612284E-1","-2.4652997131200465E-28","-1.8606517255046847E-13","2.2183620601797687E-13","9.7010887990265179E-2","-4.5954083076718411E-1","2.9765107755098001E+0","4.2301511920815420E+0","1.8750795795766177E+1","2.2616965619563899E+2","1.215058560962404E-2"
"1100","8.6325671150370431E-1","2.5064339156550022E-28","-2.3981949190826661E-13","2.8096275867501832E-13","9.7622674485909749E-2","-4.6131899709952751E-1","2.9748026213922900E+0","4.2487441515301843E+0","1.8833211948293552E+1","2.2349443877967300E+2","1.215058560962404E-2"
"1099","8.6332231021918371E-1","4.3111304339811548E-28","-2.3304328034615338E-13","2.7529602071307425E-13","9.8213338858868932E-2","-4.6309345422862747E-1","2.9730935177702098E+0","4.2673555894853070E+0","1.8915710009643071E+1","2.2090497983625500E+2","1.215058560962404E-2"
"1098","8.6338574594746154E-1","4.6307355586430168E-28","-1.7023142860378984E-13","2.0148056731635644E-13","9.8782424170941255E-2","-4.6486478771718770E-1","2.9713831757227598E+0","4.2859817806206797E+0","1.8998273466733224E+1","2.1839946748914400E+2","1.215058560962404E-2"
"1097","8.6344711095759363E-1","8.1169158678202560E-29","-3.0258354051304065E-13","3.6091687641778460E-13","9.9329480679998583E-2","-4.6663357624777818E-1","2.9696713043941001E+0","4.3046189510405028E+0","1.9080885591190420E+1","2.1597612984010101E+2","1.215058560962404E-2"
"1096","8.6350649865573170E-1","6.6043029626690775E-30","-1.9364681012278053E-13","2.2406727020683158E-13","9.9854066254463511E-2","-4.6840039084919782E-1","2.9679576114216899E+0","4.3232632782190299E+0","1.9163529439081344E+1","2.1363323399328399E+2","1.215058560962404E-2"
"1095","8.6356400346596962E-1","-6.1931631651358561E-28","-2.0385969817030610E-13","2.3570485466323542E-13","1.0035574681401176E-1","-4.7016579412162540E-1","2.9662418033661200E+0","4.3419108911674966E+0","1.9246187851652916E+1","2.1136908505320201E+2","1.215058560962404E-2"
"1094","8.6361972070979620E-1","-4.3071171343577944E-28","-1.5874561591014557E-13","1.8912826298782636E-13","1.0083409678871742E-1","-4.7193033946332075E-1","2.9645235861433101E+0","4.3605578708505401E+0","1.9328843457178092E+1","2.0918202500785500E+2","1.215058560962404E-2"
"1093","8.6367374648340300E-1","3.6439385262889493E-28","-2.0818859507580123E-13","2.4639112121893638E-13","1.0128869960269515E-1","-4.7369457029874940E-1","2.9628026654581201E+0","4.3792002508734464E+0","1.9411478674002240E+1","2.0707043159609199E+2","1.215058560962404E-2"
