"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1074","1.1073931895066280E+0","7.1870348654174879E-23","4.5475450231117765E-14","-5.4532856949644616E-14","-2.4189177045871293E-1","4.8766778814351319E-1","2.8980064562846701E+0","4.9840242469228322E+0","2.2092454064085345E+1","1.5437800983946099E+2","1.215058560962404E-2"
"1073","1.1073653124165164E+0","-1.3910202200971295E-23","4.2476340016940115E-14","-5.1152137981112015E-14","-2.4230666041056520E-1","4.8809607705260055E-1","2.8974172767608000E+0","4.9882587836735590E+0","2.2111224299544347E+1","1.5448467070622499E+2","1.215058560962404E-2"
"1072","1.1072403366797656E+0","-1.8392403235121083E-23","9.0326314867397460E-14","-1.3500555406104542E-13","-2.4415853776891447E-1","4.9002787999653463E-1","2.8947599604007399E+0","5.0071823744656365E+0","2.2195106026355695E+1","1.5499307755109700E+2","1.215058560962404E-2"
"1071","1.1071160180865605E+0","-2.4586219768215073E-23","9.0121164645812015E-14","-1.3211297664217062E-13","-2.4598599645178559E-1","4.9196706822010461E-1","2.8920928860721098E+0","5.0258846795963548E+0","2.2278006870437263E+1","1.5554624004019499E+2","1.215058560962404E-2"
"1070","1.1069922115373860E+0","-1.7670163092454586E-23","9.5501728121216217E-14","-1.4140341008166509E-13","-2.4778952919259797E-1","4.9391363571891650E-1","2.8894161465784300E+0","5.0443588587681010E+0","2.2359896511117775E+1","1.5614179614232799E+2","1.215058560962404E-2"
"1069","1.1068687825715706E+0","1.7434673258451232E-23","9.5070247529382698E-14","-1.4265365847141148E-13","-2.4956967363605165E-1","4.9586754312741688E-1","2.8867298254895899E+0","5.0625989003995224E+0","2.2440748301138257E+1","1.5677742422243401E+2","1.215058560962404E-2"
"1068","1.1067456072324635E+0","-2.8231716884512711E-23","1.1746766948789476E-13","-1.8853609120698640E-13","-2.5132700668170582E-1","4.9782872071033529E-1","2.8840339970262798E+0","5.0805995947163103E+0","2.2520539147372766E+1","1.5745084801525900E+2","1.215058560962404E-2"
"1067","1.1066225718570550E+0","8.9366098806017948E-24","1.1590898063422331E-13","-1.8433286736084853E-13","-2.5306213898919055E-1","4.9979707130233253E-1","2.8813287260851301E+0","5.0983565025178228E+0","2.2599249372381664E+1","1.5815984098987599E+2","1.215058560962404E-2"
"1066","1.1064995728006777E+0","9.2701520472277674E-24","1.1680064921287801E-13","-1.8795585737974332E-13","-2.5477570969653901E-1","5.0177247316551554E-1","2.8786140683877499E+0","5.1158659204875976E+0","2.2676862560645134E+1","1.5890223011557700E+2","1.215058560962404E-2"
"1065","1.1063765161077401E+0","1.3843880250961551E-23","1.2211399168453181E-13","-1.9608603536471608E-13","-2.5646838139542172E-1","5.0375478273852059E-1","2.8758900707357800E+0","5.1331248438681243E+0","2.2753365393113349E+1","1.5967589903368699E+2","1.215058560962404E-2"
