"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1002","9.5209214405141196E-1","-1.4479642000595368E-2","1.0000000000000001E-1","-1.0908449184976800E-1","4.3108848948021021E-2","4.5982472348341991E-1","2.9460243110503601E+0","2.1687462936846198E+0","9.6133015202453205E+0","1.2642635952772101E+0","1.215058560962404E-2"
"1001","9.5187076325581121E-1","-1.4312038820461755E-2","1.0000000000000001E-1","-1.0935362267695002E-1","4.4036015888275618E-2","4.5961880201986643E-1","2.9460068365934098E+0","2.1694250037877034E+0","9.6163100071692078E+0","1.2603602492885000E+0","1.215058560962404E-2"
"1000","9.5109558033519459E-1","-1.3725699141155975E-2","1.0000000000000001E-1","-1.1028567834148253E-1","4.7275925148722100E-2","4.5887626447502128E-1","2.9459445303137901E+0","2.1718466552844324E+0","9.6270443499011371E+0","1.2465337051305601E+0","1.215058560962404E-2"
"999","9.5031982299059747E-1","-1.3139723630621407E-2","1.0000000000000001E-1","-1.1120206192514367E-1","5.0507486589393205E-2","4.5810019402518948E-1","2.9458804487714798E+0","2.1743400195470182E+0","9.6380965704978188E+0","1.2324618072087401E+0","1.215058560962404E-2"
"998","9.4954345319360423E-1","-1.2554036545211773E-2","1.0000000000000001E-1","-1.1210243124578856E-1","5.3730314653615420E-2","4.5729112030757479E-1","2.9458146010946900E+0","2.1769049652979517E+0","9.6494660870515077E+0","1.2181592938369901E+0","1.215058560962404E-2"
"997","9.4876643421125861E-1","-1.1968562714371226E-2","1.0000000000000001E-1","-1.1298645680505721E-1","5.6944030293417582E-2","4.5644958226914650E-1","2.9457469964685599E+0","2.1795413629745211E+0","9.6611523252555518E+0","1.2036411595976999E+0","1.215058560962404E-2"
"996","9.4798873063566946E-1","-1.1383227529188094E-2","1.0000000000000001E-1","-1.1385382186341519E-1","6.0148261064297041E-2","4.5557612779433104E-1","2.9456776441400101E+0","2.1822490843167417E+0","9.6731547165778426E+0","1.1889226460158100E+0","1.215058560962404E-2"
"995","9.4721030841323806E-1","-1.0797956934157537E-2","1.0000000000000001E-1","-1.1470422250917746E-1","6.3342641212530582E-2","4.5467131332916100E-1","2.9456065534239100E+0","2.1850280019414621E+0","9.6854726963729689E+0","1.1867932292422601E+0","1.215058560962404E-2"
"994","9.4643113487360742E-1","-1.0212677422226901E-2","1.0000000000000001E-1","-1.1553736772166276E-1","6.6526811755528201E-2","4.5373570350149267E-1","2.9455337337112000E+0","2.1878779888983360E+0","9.6981057019139936E+0","1.1978463280481799E+0","1.215058560962404E-2"
"993","9.4565117875828308E-1","-9.6273160335720153E-3","1.0000000000000001E-1","-1.1635297942855628E-1","6.9700420554343237E-2","4.5276987073821179E-1","2.9454591944784898E+0","2.1907989182111098E+0","9.7110531703591434E+0","1.2092999433519300E+0","1.215058560962404E-2"
"992","9.4487041025007545E-1","-9.0418003409908163E-3","1.0000000000000001E-1","-1.1715079254956687E-1","7.2863122385826568E-2","4.5177439489987165E-1","2.9453829452853899E+0","2.1937906624865433E+0","9.7243145370182855E+0","1.2211620224296400E+0","1.215058560962404E-2"
"991","9.4408880100084525E-1","-8.4560584585694158E-3","1.0000000000000001E-1","-1.1793055504338859E-1","7.6014578999527030E-2","4.5074986288751223E-1","2.9453049957903099E+0","2.1968530934067005E+0","9.7378892331024360E+0","1.2334405060397300E+0","1.215058560962404E-2"
"990","9.4330632416010607E-1","-7.8700190358135733E-3","1.0000000000000001E-1","-1.1869202794044852E-1","7.9154459174489974E-2","4.4969686826947791E-1","2.9452253557524899E+0","2.1999860812983423E+0","9.7517766838150131E+0","1.2461433107207500E+0","1.215058560962404E-2"
"989","9.4252295440309442E-1","-7.2836112578359485E-3","1.0000000000000001E-1","-1.1943498537088640E-1","8.2282438767819252E-2","4.4861601090203757E-1","2.9451440350381302E+0","2.2031894946720718E+0","9.7659763063090423E+0","1.2592782947966199E+0","1.215058560962404E-2"
"988","9.4173866795825978E-1","-6.6967648512956494E-3","1.0000000000000001E-1","-1.2015921458777785E-1","8.5398200755332082E-2","4.4750789654541728E-1","2.9450610436297100E+0","2.2064631997367430E+0","9.7804875075346924E+0","1.2728532186633199E+0","1.215058560962404E-2"
"987","9.4095344263490266E-1","-6.1094100850515847E-3","1.0000000000000001E-1","-1.2086451598030486E-1","8.8501435268639073E-2","4.4637313648794075E-1","2.9449763916299299E+0","2.2098070599416411E+0","9.7953096822099130E+0","1.2868757232382899E+0","1.215058560962404E-2"
"986","9.4016725785020272E-1","-5.5214777772927401E-3","1.0000000000000001E-1","-1.2155070308241990E-1","9.1591839623932969E-2","4.4521234716501268E-1","2.9448900892694700E+0","2.2132209354899879E+0","9.8104422106639895E+0","1.3013532850815499E+0","1.215058560962404E-2"
"985","9.3938009465581540E-1","-4.9328993036735274E-3","1.0000000000000001E-1","-1.2221760257449638E-1","9.4669118345092201E-2","4.4402614977980248E-1","2.9448021469139700E+0","2.2167046828527610E+0","9.8258844566824468E+0","1.3162931932939399E+0","1.215058560962404E-2"
